,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,Total_Test_Results,Case_Fatality_Ratio,Cum_Confirmerd,Cum_Deaths
16758,New York,US,2021-01-26 05:30:28,42.1657,-74.9481,1347667,42544,122544.0,1182579.0,36.0,6927.610836905387,,,,84000036.0,USA,158133.25899561527,,2021-01-25,30762550.0,3.156862934241174,11972.0,219.0
16816,New York,US,2021-01-27 05:30:51,42.1657,-74.9481,1358707,42726,123094.0,1192887.0,36.0,6984.36137219299,,,,84000036.0,USA,158970.833154917,,2021-01-26,30925488.0,3.144607336239528,11040.0,182.0
16874,New York,US,2021-01-28 05:30:28,42.1657,-74.9481,1369072,42887,124003.0,1202182.0,36.0,7037.642105730668,,,,84000036.0,USA,160012.6012918663,,2021-01-27,31128149.0,3.1325598653686586,10365.0,161.0
16932,New York,US,2021-01-29 05:30:28,42.1657,-74.9481,1382855,43093,124976.0,1214786.0,36.0,7108.492887240542,,,,84000036.0,USA,161301.14686971708,,2021-01-28,31378817.0,3.1162341677182352,13783.0,206.0
16990,New York,US,2021-01-30 05:30:40,42.1657,-74.9481,1395806,43278,125909.0,1226619.0,36.0,7175.066816815698,,,,84000036.0,USA,162691.73032125068,,2021-01-29,31649335.0,3.1005741485564613,12951.0,185.0
17048,New York,US,2021-01-31 05:30:41,42.1657,-74.9481,1408698,43453,126842.0,1238403.0,36.0,7241.337460015675,,,,84000036.0,USA,164076.30973064518,,2021-01-30,31918685.0,3.0846214021742058,12892.0,175.0
17106,New York,US,2021-02-01 05:30:44,42.1657,-74.9481,1419907,43634,127798.0,1248475.0,36.0,7298.956730852516,,,,84000036.0,USA,165325.7776301213,,2021-01-31,32161751.0,3.0730181624571187,11209.0,181.0
17164,New York,US,2021-02-02 05:30:40,42.1657,-74.9481,1428839,43805,128354.0,1256680.0,36.0,7344.871203786289,,,,84000036.0,USA,166225.55119856974,,2021-02-01,32336789.0,3.0657757801963688,8932.0,171.0
17222,New York,US,2021-02-03 05:30:38,42.1657,-74.9481,1436788,43982,128889.0,1263917.0,36.0,7385.732617282769,,,,84000036.0,USA,166997.64120306814,,2021-02-02,32486988.0,3.0611335840778184,7949.0,177.0
17280,New York,US,2021-02-04 05:30:42,42.1657,-74.9481,1443942,44148,129378.0,1270416.0,36.0,7422.507375384897,,,,84000036.0,USA,167647.8512083212,,2021-02-03,32613477.0,3.0574635269283665,7154.0,166.0
17338,New York,US,2021-02-05 05:30:47,42.1657,-74.9481,1450912,44298,130302.0,1276312.0,36.0,7458.336291232233,,,,84000036.0,USA,168517.5428807096,,2021-02-04,32782663.0,3.053114179219691,6970.0,150.0
17396,New York,US,2021-02-06 05:30:40,42.1657,-74.9481,1458809,44466,131165.0,1283178.0,36.0,7498.930401482793,,,,84000036.0,USA,169564.2766894966,,2021-02-05,32986290.0,3.0481029387671725,7897.0,168.0
17454,New York,US,2021-02-07 05:30:57,42.1657,-74.9481,1470301,44664,132012.0,1293625.0,36.0,7558.004418831081,,,,84000036.0,USA,170907.39839353837,,2021-02-06,33247575.0,3.037745332418328,11492.0,198.0
17512,New York,US,2021-02-08 05:30:33,42.1657,-74.9481,1480224,44839,132905.0,1302480.0,36.0,7609.013074778443,,,,84000036.0,USA,172197.09543152538,,2021-02-07,33498467.0,3.029203688090451,9923.0,175.0
17570,New York,US,2021-02-09 05:30:43,42.1657,-74.9481,1489196,44969,133470.0,1310757.0,36.0,7655.133165593693,,,,84000036.0,USA,173210.70419960644,,2021-02-08,33695650.0,3.019683104171647,8972.0,130.0
17628,New York,US,2021-02-10 05:30:29,42.1657,-74.9481,1497475,45140,133869.0,1318466.0,36.0,7697.6909266123575,,,,84000036.0,USA,174000.5236059352,,2021-02-09,33849298.0,3.0144075861032738,8279.0,171.0
17686,New York,US,2021-02-11 05:30:49,42.1657,-74.9481,1504059,45312,134742.0,1324005.0,36.0,7731.535629903441,,,,84000036.0,USA,174909.09761971087,,2021-02-10,34026048.0,3.012647775120524,6584.0,172.0
17744,New York,US,2021-02-12 05:30:51,42.1657,-74.9481,1514070,45453,135657.0,1332960.0,36.0,7782.99664519005,,,,84000036.0,USA,176376.69010830458,,2021-02-11,34311547.0,3.0020408567635584,10011.0,141.0
17802,New York,US,2021-02-13 05:30:30,42.1657,-74.9481,1522785,45597,136491.0,1340697.0,36.0,7827.795641116812,,,,84000036.0,USA,177595.66487595765,,2021-02-12,34548681.0,2.9943163348732758,8715.0,144.0
17860,New York,US,2021-02-14 05:30:42,42.1657,-74.9481,1531540,45751,137276.0,1348513.0,36.0,7872.8002549250505,,,,84000036.0,USA,178899.09204798032,,2021-02-13,34802244.0,2.9872546587095337,8755.0,154.0
17918,New York,US,2021-02-15 05:31:10,42.1657,-74.9481,1539870,45884,138050.0,1355936.0,36.0,7915.620178742596,,,,84000036.0,USA,180105.59609112176,,2021-02-14,35036952.0,2.9797320553033697,8330.0,133.0
17976,New York,US,2021-02-16 05:31:00,42.1657,-74.9481,1546408,46000,138542.0,1361866.0,36.0,7949.228421469982,,,,84000036.0,USA,181033.4673430741,,2021-02-15,35217456.0,2.974635413163926,6538.0,116.0
18034,New York,US,2021-02-17 05:30:30,42.1657,-74.9481,1553117,46141,138975.0,1368001.0,36.0,7983.715680640681,,,,84000036.0,USA,181734.58319533366,,2021-02-16,35353848.0,2.9708643972089686,6709.0,141.0
18092,New York,US,2021-02-18 05:30:52,42.1657,-74.9481,1559042,46267,139544.0,1373231.0,36.0,8014.172829334434,,,,84000036.0,USA,182608.26899506984,,2021-02-17,35523811.0,2.967655778356196,5925.0,126.0
18150,New York,US,2021-02-19 05:31:04,42.1657,-74.9481,1568624,46436,140215.0,1381973.0,36.0,8063.428592842205,,,,84000036.0,USA,183717.2227747917,,2021-02-18,35739542.0,2.960301512663328,9582.0,169.0
18208,New York,US,2021-02-20 05:30:30,42.1657,-74.9481,1577197,46593,140968.0,1389636.0,36.0,8107.497645289725,,,,84000036.0,USA,184998.46891785008,,2021-02-19,35988790.0,2.9541648887234757,8573.0,157.0
18266,New York,US,2021-02-21 05:30:53,42.1657,-74.9481,1585435,46703,141592.0,1397140.0,36.0,8149.844647979874,,,,84000036.0,USA,186292.03671245585,,2021-02-20,36240435.0,2.9457530583089184,8238.0,110.0
18324,New York,US,2021-02-22 05:30:43,42.1657,-74.9481,1591672,46812,142307.0,1402553.0,36.0,8181.905616149145,,,,84000036.0,USA,187428.88255780013,,2021-02-21,36461592.0,2.9410582079724974,6237.0,109.0
18382,New York,US,2021-02-23 05:30:53,42.1657,-74.9481,1597969,46924,142724.0,1408321.0,36.0,8214.275011140633,,,,84000036.0,USA,188158.9237055365,,2021-02-22,36603611.0,2.9364774911152844,6297.0,112.0
18440,New York,US,2021-02-24 05:31:21,42.1657,-74.9481,1604892,47037,,1557855.0,36.0,8249.862325977234,,,,84000036.0,USA,188967.6856591963,,2021-02-23,36760944.0,2.9308514217779136,6923.0,113.0
18498,New York,US,2021-02-25 05:31:00,42.1657,-74.9481,1611031,47156,,1563875.0,36.0,8281.419530336889,,,,84000036.0,USA,190082.20140261206,,2021-02-24,36977757.0,2.927069683947733,6139.0,119.0
18556,New York,US,2021-02-26 05:30:48,42.1657,-74.9481,1619924,47264,,1572660.0,36.0,8327.133525836221,,,,84000036.0,USA,191516.08797998482,,2021-02-25,37256699.0,2.9176677424372994,8893.0,108.0
18614,New York,US,2021-02-27 05:30:48,42.1657,-74.9481,1627998,47389,,1580609.0,36.0,8349.180903177572,,,,84000036.0,USA,193012.9296122185,,2021-02-26,37547888.0,2.9176591986395874,8074.0,125.0
18672,New York,US,2021-02-28 05:30:29,42.1657,-74.9481,1636040,47498,,1588542.0,36.0,8409.97697028323,,,,84000036.0,USA,194479.5351349812,,2021-02-27,37833195.0,2.9032297498838657,8042.0,109.0
18730,New York,US,2021-03-01 05:30:39,42.1657,-74.9481,1643867,47615,,1596252.0,36.0,8450.211249241205,,,,84000036.0,USA,195886.57829792704,,2021-02-28,38106915.0,2.8965238671985016,7827.0,117.0
18788,New York,US,2021-03-02 05:30:53,42.1657,-74.9481,1650303,47719,,1602584.0,36.0,8483.295166370825,,,,84000036.0,USA,196781.82827298305,,2021-03-01,38281073.0,2.891529616076563,6436.0,104.0
18846,New York,US,2021-03-03 05:30:49,42.1657,-74.9481,1656684,47818,,1608866.0,36.0,8516.096358913413,,,,84000036.0,USA,197439.98026890808,,2021-03-02,38409107.0,2.886368190916312,6381.0,99.0
18904,New York,US,2021-03-04 05:30:41,42.1657,-74.9481,1663248,47935,,1615313.0,36.0,8549.83825326376,,,,84000036.0,USA,198560.9524138023,,2021-03-03,38627176.0,2.882011582157322,6564.0,117.0
18962,New York,US,2021-03-05 05:31:07,42.1657,-74.9481,1670716,48049,,1622667.0,36.0,8588.227111735481,,,,84000036.0,USA,199949.33061355707,,2021-03-04,38897265.0,2.8759525855980312,7468.0,114.0
19020,New York,US,2021-03-06 04:30:38,42.1657,-74.9481,1678867,48153,,1630714.0,36.0,8630.12689553342,,,,84000036.0,USA,201475.70925446504,,2021-03-05,39194200.0,2.8681843171615142,8151.0,104.0
19078,New York,US,2021-03-07 05:31:30,42.1657,-74.9481,1686993,48247,,1638746.0,36.0,8671.898168155434,,,,84000036.0,USA,201475.70925446504,,2021-03-06,39194200.0,2.8599407347866883,8126.0,94.0
19136,New York,US,2021-03-08 05:31:09,42.1657,-74.9481,1694651,48335,,,36.0,8711.26371156417,,,,84000036.0,USA,204050.55917525844,,2021-03-07,39695100.0,2.852209688012458,7658.0,88.0
19194,New York,US,2021-03-09 05:30:55,42.1657,-74.9481,1700091,48401,,,36.0,8739.227743445017,,,,84000036.0,USA,204050.55917525844,,2021-03-08,39695100.0,2.84696525068364,5440.0,66.0
19252,New York,US,2021-03-10 05:31:08,42.1657,-74.9481,1706924,48481,,,36.0,8774.352418048295,,,,84000036.0,USA,204803.40848649765,,2021-03-09,39841556.0,2.840255336500044,6833.0,80.0
19310,New York,US,2021-03-11 05:30:58,42.1657,-74.9481,1713030,48573,,,36.0,8805.73998765573,,,,84000036.0,USA,205700.48846069878,,2021-03-10,40016070.0,2.8355020052188227,6106.0,92.0
19368,New York,US,2021-03-12 05:30:41,42.1657,-74.9481,1720199,48690,,,36.0,8842.591852463413,,,,84000036.0,USA,206757.44661864228,,2021-03-11,40221686.0,2.8304864727859966,7169.0,117.0
19426,New York,US,2021-03-13 05:30:48,42.1657,-74.9481,1724425,48757,,,36.0,8864.315381641438,,,,84000036.0,USA,208007.3617370105,,2021-03-12,40464839.0,2.8274352320338663,4226.0,67.0
19484,New York,US,2021-03-14 05:31:09,42.1657,-74.9481,1734676,48850,,,36.0,8917.01010421691,,,,84000036.0,USA,209545.78444532602,,2021-03-13,40764117.0,2.816087845799446,10251.0,93.0
19542,New York,US,2021-03-15 05:31:06,42.1657,-74.9481,1741363,48953,,,36.0,8951.384273552796,,,,84000036.0,USA,210706.4614031333,,2021-03-14,40989910.0,2.811188706777392,6687.0,103.0
19600,New York,US,2021-03-16 05:31:04,42.1657,-74.9481,1748482,49016,,,36.0,8987.979116008632,,,,84000036.0,USA,211768.88899672407,,2021-03-15,41196590.0,2.8033459881199807,7119.0,63.0
19658,New York,US,2021-03-17 05:31:00,42.1657,-74.9481,1755193,49110,,,36.0,9022.476656073404,,,,84000036.0,USA,212421.7514726481,,2021-03-16,41323595.0,2.7979828998862235,6711.0,94.0
19716,New York,US,2021-03-18 05:31:01,42.1657,-74.9481,1761775,49171,,,36.0,9056.311078470417,,,,84000036.0,USA,213229.29514036016,,2021-03-17,41480691.0,2.7909920392785685,6582.0,61.0
19774,New York,US,2021-03-19 05:30:59,42.1657,-74.9481,1767290,49262,,,36.0,9084.660643879031,,,,84000036.0,USA,214583.29403033204,,2021-03-18,41744092.0,2.7874316043207394,5515.0,91.0
19832,New York,US,2021-03-20 05:31:09,42.1657,-74.9481,1772367,49335,,,36.0,9110.758693485475,,,,84000036.0,USA,215978.73520431554,,2021-03-19,42015555.0,2.7835657061996755,5077.0,73.0
19890,New York,US,2021-03-21 05:30:52,42.1657,-74.9481,1779034,49401,,,36.0,9145.030053880624,,,,84000036.0,USA,217410.8123443312,,2021-03-20,42294145.0,2.7768440625642907,6667.0,66.0
19948,New York,US,2021-03-22 05:30:46,42.1657,-74.9481,1782769,49426,,,36.0,9164.229623563522,,,,84000036.0,USA,218737.7107975245,,2021-03-21,42552274.0,2.772428733055152,3735.0,25.0
20006,New York,US,2021-03-23 05:31:19,42.1657,-74.9481,1785565,49444,,,36.0,9178.60231347875,,,,84000036.0,USA,220003.62812751863,,2021-03-22,42798540.0,2.769095496383497,2796.0,18.0
20064,New York,US,2021-03-24 05:31:13,42.1657,-74.9481,1788874,49462,,,36.0,9195.612052723922,,,,84000036.0,USA,220786.66214375867,,2021-03-23,42950868.0,2.764979534612276,3309.0,18.0
20122,New York,US,2021-03-25 05:30:43,42.1657,-74.9481,1816518,49717,,,36.0,9337.714570612548,,,,84000036.0,USA,221524.4242429445,,2021-03-24,43094389.0,2.7369395734036215,27644.0,255.0
20180,New York,US,2021-03-26 05:30:37,42.1657,-74.9481,1825069,49790,,,36.0,9381.670533225251,,,,84000036.0,USA,222591.04644131733,,2021-03-25,43301885.0,2.7281160328732783,8551.0,73.0
20238,New York,US,2021-03-27 05:31:28,42.1657,-74.9481,1833128,49848,,,36.0,9423.097395895797,,,,84000036.0,USA,223970.1050105942,,2021-03-26,43570161.0,2.7192863782561827,8059.0,58.0
20296,New York,US,2021-03-28 05:31:16,42.1657,-74.9481,1841822,49928,,,36.0,9467.78844243478,,,,84000036.0,USA,225422.0191357253,,2021-03-27,43852610.0,2.71079398552086,8694.0,80.0
20354,New York,US,2021-03-29 04:31:08,42.1657,-74.9481,1850732,50017,,,36.0,9513.589825533742,,,,84000036.0,USA,226758.25264073766,,2021-03-28,44112555.0,2.7025522874192482,8910.0,89.0
20412,New York,US,2021-03-30 04:31:00,42.1657,-74.9481,1859474,50158,,,36.0,9558.527613530501,,,,84000036.0,USA,228132.093656272,,2021-03-29,44379816.0,2.697429488124061,8742.0,141.0
20470,New York,US,2021-03-31 04:31:15,42.1657,-74.9481,1865349,50212,,,36.0,9588.727739872409,,,,84000036.0,USA,229080.66034799488,,2021-03-30,44564346.0,2.6918287140905,5875.0,54.0
20528,New York,US,2021-04-01 04:30:33,42.1657,-74.9481,1873138,50299,,,36.0,9628.766681842979,,,,84000036.0,USA,229859.114225925,,2021-03-31,44715783.0,2.68527999538742,7789.0,87.0
20586,New York,US,2021-04-02 04:30:39,42.1657,-74.9481,1882308,50375,,,36.0,9675.90458117154,,,,84000036.0,USA,230991.9093990041,,2021-04-01,44936152.0,2.676235770129012,9170.0,76.0
20644,New York,US,2021-04-03 04:30:31,42.1657,-74.9481,1890346,50458,,,36.0,9717.223494454303,,,,84000036.0,USA,232223.8278122961,,2021-04-02,45175804.0,2.669246793973167,8038.0,83.0
20702,New York,US,2021-04-04 04:30:32,42.1657,-74.9481,1898101,50551,,,36.0,9757.087661225623,,,,84000036.0,USA,233548.24342957052,,2021-04-03,45433450.0,2.6632407864491934,7755.0,93.0
20760,New York,US,2021-04-05 04:30:40,42.1657,-74.9481,1905737,50633,,,36.0,9796.340114799548,,,,84000036.0,USA,234839.57512971532,,2021-04-04,45684660.0,2.656872380606558,7636.0,82.0
20818,New York,US,2021-04-06 04:30:57,42.1657,-74.9481,1912396,50706,,,36.0,9830.5703516184,,,,84000036.0,USA,235998.2884367545,,2021-04-05,45910071.0,2.651438300435684,6659.0,73.0
20876,New York,US,2021-04-07 04:30:42,42.1657,-74.9481,1918437,50751,,,36.0,9861.623792168437,,,,84000036.0,USA,236770.51209287602,,2021-04-06,46060296.0,2.6454347992662783,6041.0,45.0
20934,New York,US,2021-04-08 04:30:30,42.1657,-74.9481,1925080,50843,,,36.0,9895.7717818347,,,,84000036.0,USA,237453.4924479893,,2021-04-07,46193160.0,2.6410850458162787,6643.0,92.0
20992,New York,US,2021-04-09 04:30:59,42.1657,-74.9481,1933807,50898,,,36.0,9940.632463125905,,,,84000036.0,USA,238592.99590445164,,2021-04-08,46414834.0,2.632010329882972,8727.0,55.0
21050,New York,US,2021-04-10 04:30:47,42.1657,-74.9481,1942469,50977,,,36.0,9985.159015359706,,,,84000036.0,USA,239948.7219846279,,2021-04-09,46678571.0,2.6243404656650893,8662.0,79.0
21108,New York,US,2021-04-11 04:30:51,42.1657,-74.9481,1949964,51036,,,36.0,10023.686665901425,,,,84000036.0,USA,241516.332151219,,2021-04-10,46983527.0,2.617279088229321,7495.0,59.0
21166,New York,US,2021-04-12 04:30:34,42.1657,-74.9481,1956594,51117,,,36.0,10057.767829756209,,,,84000036.0,USA,242856.4466937441,,2021-04-11,47244227.0,2.612550176480149,6630.0,81.0
21224,New York,US,2021-04-13 04:30:56,42.1657,-74.9481,1962225,51204,,,36.0,10086.713687021109,,,,84000036.0,USA,244018.43446554593,,2021-04-12,47470275.0,2.609486679662118,5631.0,87.0
21282,New York,US,2021-04-14 04:30:32,42.1657,-74.9481,1967248,51258,,,36.0,10112.534152487557,,,,84000036.0,USA,244694.0742622905,,2021-04-13,47601711.0,2.605568794580043,5023.0,54.0
21340,New York,US,2021-04-15 04:30:32,42.1657,-74.9481,1973308,51350,,,36.0,10143.685261531296,,,,84000036.0,USA,245356.7395707141,,2021-04-14,47730623.0,2.6022293529443963,6060.0,92.0
21398,New York,US,2021-04-16 04:31:03,42.1657,-74.9481,1980337,51418,,,36.0,10179.817463753809,,,,84000036.0,USA,246426.79044726052,,2021-04-15,47938786.0,2.5964267697871626,7029.0,68.0
21456,New York,US,2021-04-17 04:31:07,42.1657,-74.9481,1986681,51470,,,36.0,10212.42845975603,,,,84000036.0,USA,247707.2912254985,,2021-04-16,48187889.0,2.59075312040534,6344.0,52.0
21514,New York,US,2021-04-18 04:30:57,42.1657,-74.9481,1993271,51537,,,36.0,10246.304005729336,,,,84000036.0,USA,248904.6504133613,,2021-04-17,48420818.0,2.5855490798792538,6590.0,67.0
21572,New York,US,2021-04-19 04:30:30,42.1657,-74.9481,1998912,51579,,,36.0,10275.301267464605,,,,84000036.0,USA,250427.45644357865,,2021-04-18,48717058.0,2.5803537124195564,5641.0,42.0
21630,New York,US,2021-04-20 04:30:55,42.1657,-74.9481,2003938,51627,,,36.0,10301.137154272166,,,,84000036.0,USA,251677.4640899936,,2021-04-19,48960229.0,2.576277309976656,5026.0,48.0
21688,New York,US,2021-04-21 04:30:46,42.1657,-74.9481,2008514,51689,,,36.0,10324.659839913114,,,,84000036.0,USA,252436.10668504343,,2021-04-20,49107812.0,2.5734946333458466,4576.0,62.0
21746,New York,US,2021-04-22 04:30:30,42.1657,-74.9481,2012806,51732,,,36.0,10346.722638595576,,,,84000036.0,USA,253034.881377245,,2021-04-21,49224295.0,2.5701433719891535,4292.0,43.0
21804,New York,US,2021-04-23 04:30:31,42.1657,-74.9481,2018044,51830,,,36.0,10373.648300174966,,,,84000036.0,USA,254075.3078575177,,2021-04-22,49426695.0,2.5683285399129057,5238.0,98.0
21862,New York,US,2021-04-24 04:30:47,42.1657,-74.9481,2022891,51892,,,36.0,10398.564046962918,,,,84000036.0,USA,255321.51671357238,,2021-04-23,49669127.0,2.5652395507222088,4847.0,62.0
21920,New York,US,2021-04-25 04:30:46,42.1657,-74.9481,2027029,51951,,,36.0,10419.835216801695,,,,84000036.0,USA,256560.00461817769,,2021-04-24,49910057.0,2.5629135054308545,4138.0,59.0
21978,New York,US,2021-04-26 04:30:31,42.1657,-74.9481,2031093,52003,,,36.0,10440.72599355974,,,,84000036.0,USA,257758.0731877316,,2021-04-25,50143124.0,2.5603455873266268,4064.0,52.0
22036,New York,US,2021-04-27 04:30:56,42.1657,-74.9481,2034102,52042,,,36.0,10456.193598693832,,,,84000036.0,USA,258878.5467092632,,2021-04-26,50361096.0,2.558475435351816,3009.0,39.0
22094,New York,US,2021-04-28 04:30:34,42.1657,-74.9481,2037414,52117,,,36.0,10473.218759280113,,,,84000036.0,USA,259531.1418819413,,2021-04-27,50488049.0,2.557997540018868,3312.0,75.0
22152,New York,US,2021-04-29 04:30:35,42.1657,-74.9481,2040448,52140,,,36.0,10488.81487559013,,,,84000036.0,USA,260064.0777284941,,2021-04-28,50591724.0,2.5553211843673544,3034.0,23.0
22210,New York,US,2021-04-30 04:30:59,42.1657,-74.9481,2044345,52209,,,36.0,10508.847197693009,,,,84000036.0,USA,260956.0840814697,,2021-04-29,50765251.0,2.5538253083505964,3897.0,69.0
22268,New York,US,2021-05-01 04:30:31,42.1657,-74.9481,2048150,52258,,,36.0,10528.406598668493,,,,84000036.0,USA,262118.17466221226,,2021-04-30,50991319.0,2.551473280765569,3805.0,49.0
22326,New York,US,2021-05-02 04:30:59,42.1657,-74.9481,2052022,52309,,,36.0,10548.310409595446,,,,84000036.0,USA,263249.45340341545,,2021-05-01,51211393.0,2.5491442099548642,3872.0,51.0
22384,New York,US,2021-05-03 04:30:41,42.1657,-74.9481,2054848,52358,,,36.0,10562.837312921783,,,,84000036.0,USA,263249.45340341545,,2021-05-02,51211393.0,2.5480230167876163,2826.0,49.0
22442,New York,US,2021-05-04 04:30:32,42.1657,-74.9481,2057276,52423,,,36.0,10575.318318327429,,,,84000036.0,USA,265430.02589603,,2021-05-03,51635592.0,2.5481753542062417,2428.0,65.0
22500,New York,US,2021-05-05 04:30:45,42.1657,-74.9481,2059485,52483,,,36.0,10586.673565831983,,,,84000036.0,USA,266011.6109333401,,2021-05-04,51748731.0,2.5483555354858134,2209.0,60.0
22558,New York,US,2021-05-06 04:30:57,42.1657,-74.9481,2061887,52538,,,36.0,10599.020919614666,,,,84000036.0,USA,266508.93376282114,,2021-05-05,51845478.0,2.54805428231518,2402.0,55.0
22616,New York,US,2021-05-07 04:30:42,42.1657,-74.9481,2064530,52572,,,36.0,10612.60712113325,,,,84000036.0,USA,267360.176370794,,2021-05-06,52011075.0,2.5464391411120206,2643.0,34.0
22674,New York,US,2021-05-08 04:30:57,42.1657,-74.9481,2066989,52611,,,36.0,10625.247480397034,,,,84000036.0,USA,268406.9975671806,,2021-05-07,52214719.0,2.545296564229418,2459.0,39.0
22732,New York,US,2021-05-09 04:31:08,42.1657,-74.9481,2070053,52653,,,36.0,10640.997810118159,,,,84000036.0,USA,269409.32305401564,,2021-05-08,52409707.0,2.5435580634891957,3064.0,42.0
22790,New York,US,2021-05-10 04:30:58,42.1657,-74.9481,2072426,52688,,,36.0,10653.19609093677,,,,84000036.0,USA,270687.094254877,,2021-05-09,52658279.0,2.542334442822084,2373.0,35.0
22848,New York,US,2021-05-11 04:31:00,42.1657,-74.9481,2074079,52729,,,36.0,10661.6932498888,,,,84000036.0,USA,271567.58600649005,,2021-05-10,52829566.0,2.5422850335016167,1653.0,41.0
22906,New York,US,2021-05-12 04:31:06,42.1657,-74.9481,2075539,52770,,,36.0,10669.198302562703,,,,84000036.0,USA,272135.81616239826,,2021-05-11,52940107.0,2.5424721000183568,1460.0,41.0
22964,New York,US,2021-05-13 04:31:15,42.1657,-74.9481,2077563,52825,,,36.0,10679.60256736543,,,,84000036.0,USA,272648.0925523096,,2021-05-12,53039763.0,2.5426425095171603,2024.0,55.0
